Sr.No,Shape ID,Shape Name,Latitude,Longitude,Notes
0,shape_1637311106,Shape 1,--,,,,
5,shape_1637384055,CN,21.038374640446843,75.85448194295168
6,shape_1637384659,Shape 1,--,,,,
6,shape_1637384659,CN,21.038772369733394,75.85407894104719
6,shape_1637384659,CN,21.038830261004442,75.85410676896572
6,shape_1637384659,CN,21.038693512398275,75.85452184081078
6,shape_1637384659,CN,21.038427212120762,75.85505425930023
6,shape_1637384659,CN,21.03829046314461,75.85537377744913
6,shape_1637384659,CN,21.038202217743233,75.85532013326883
6,shape_1637384659,CN,21.03824070776516,75.85522625595331
6,shape_1637384659,CN,21.038773621436796,75.85407726466656
7,shape_1637385114,Shape 1,--,,,,
7,shape_1637385114,CN,21.03885279165519,75.854358561337
7,shape_1637385114,CN,21.03883651951888,75.85445713251829
7,shape_1637385114,CN,21.03936066917002,75.85460498929024
7,shape_1637385114,CN,21.039365988888353,75.85452284663916
7,shape_1637385114,CN,21.039114710220108,75.85446886718273
7,shape_1637385114,CN,21.03885529506062,75.85437398403883
7,shape_1637385114,CN,21.038848723621268,75.85437532514334
8,shape_1637385539,Shape 1,--,,,,
8,shape_1637385539,CN,21.03892007066146,75.8539954572916
8,shape_1637385539,CN,21.03876173025411,75.85392203181982
8,shape_1637385539,CN,21.038861240648338,75.85364039987326
8,shape_1637385539,CN,21.039090614983074,75.85298325866461
8,shape_1637385539,CN,21.039227989074455,75.85305131971836
8,shape_1637385539,CN,21.03905650613436,75.85351668298244
8,shape_1637385539,CN,21.038917567257112,75.8539954572916
9,shape_1637385789,Shape 1,--,,,,
9,shape_1637385789,CN,21.039418560212397,75.85307613015175
9,shape_1637385789,CN,21.03935096850665,75.85304997861385
9,shape_1637385789,CN,21.039275240725814,75.85325315594673
9,shape_1637385789,CN,21.03924363531829,75.85335977375507
9,shape_1637385789,CN,21.039314356319892,75.85336580872536
9,shape_1637385789,CN,21.03941574389195,75.85307579487562
10,shape_1637386031,Shape 1,--,,,,
10,shape_1637386031,CN,21.0392323700229,75.85354954004288
10,shape_1637386031,CN,21.039202955080917,75.85351400077343
10,shape_1637386031,CN,21.038985785010343,75.85399881005287
10,shape_1637386031,CN,21.039059635386874,75.85401825606823
10,shape_1637386031,CN,21.039155077556547,75.85381139069796
10,shape_1637386031,CN,21.03923424757219,75.85354886949062
11,shape_1637386337,Shape 1,--,,,,
11,shape_1637386337,CN,21.039566573423897,75.85315190255642
11,shape_1637386337,CN,21.039667960824282,75.85314989089966
11,shape_1637386337,CN,21.03941230172242,75.85371516644955
11,shape_1637386337,CN,21.039289948190397,75.85412453860044
11,shape_1637386337,CN,21.03921234282899,75.85412856191397
11,shape_1637386337,CN,21.039583471328758,75.85315022617579
12,shape_1637386698,Shape 1,--,,,,
12,shape_1637386698,CN,21.039825987344663,75.85319884121418
12,shape_1637386698,CN,21.039790314045806,75.85320118814707
12,shape_1637386698,CN,21.041063282265277,75.85353914648294
12,shape_1637386698,CN,21.04114088666232,75.85348047316074
12,shape_1637386698,CN,21.03981190578034,75.8531753718853
12,shape_1637386698,CN,21.039795633748806,75.85319716483355
13,shape_1637387149,Shape 1,--,,,,
13,shape_1637387149,CN,21.041007269389077,75.8536984026432
13,shape_1637387149,CN,21.03976434137547,75.85326254367828
13,shape_1637387149,CN,21.039667647900306,75.85345800966024
13,shape_1637387149,CN,21.04089899863009,75.85409134626389
13,shape_1637387149,CN,21.04099506546353,75.85367359220982
14,shape_1637387421,Shape 1,--,,,,
14,shape_1637387421,CN,21.04078728565466,75.85411515086889
14,shape_1637387421,CN,21.040137971883755,75.85372187197208
14,shape_1637387421,CN,21.03966138942079,75.85353344678879
14,shape_1637387421,CN,21.039615702512336,75.85363704711199
14,shape_1637387421,CN,21.04031477326327,75.85402630269527
14,shape_1637387421,CN,21.040664933252103,75.85421741008759
14,shape_1637387421,CN,21.040678075970245,75.85422277450562
14,shape_1637387421,CN,21.040778210927492,75.8541077747941
15,shape_1637387645,Shape 1,--,,,,
15,shape_1637387645,CN,21.04029005237504,75.85403736680746
15,shape_1637387645,CN,21.040289739452373,75.8541426435113
15,shape_1637387645,CN,21.039540287790317,75.85392035543919
15,shape_1637387645,CN,21.03957877746649,75.85374232381582
15,shape_1637387645,CN,21.040278161313413,75.8540353551507
15,shape_1637387645,CN,21.040288487761718,75.85404206067324
16,shape_1637387813,Shape 1,--,,,,
16,shape_1637387813,CN,21.039490532828335,75.85395488888025
16,shape_1637387813,CN,21.03945548529796,75.8540990576148
16,shape_1637387813,CN,21.039993401396227,75.85426200181246
16,shape_1637387813,CN,21.040033455571336,75.85416544228792
16,shape_1637387813,CN,21.039486464811837,75.85396897047758
17,shape_1637387995,Shape 1,--,,,,
17,shape_1637387995,CN,21.039904844080247,75.85437599569559
17,shape_1637387995,CN,21.039405104458616,75.85420165210962
17,shape_1637387995,CN,21.039380070494826,75.85423685610294
17,shape_1637387995,CN,21.03986416402344,75.85444573312998
17,shape_1637387995,CN,21.03990922500877,75.85437800735235
