Sr.No,Shape ID,Shape Name,Latitude,Longitude,Notes
0,shape_1637311106,Shape 1,--,,,,
0,shape_1637311106,CN,21.0410529558707,75.85459057241678
0,shape_1637311106,CN,21.041043881159702,75.85459761321545
0,shape_1637311106,CN,21.0409212160466,75.85461538285017
0,shape_1637311106,CN,21.040833910968328,75.85462711751461
0,shape_1637311106,CN,21.040754741802925,75.85457146167755
0,shape_1637311106,CN,21.040623627558983,75.85454028099775
0,shape_1637311106,CN,21.0405344447734,75.85449803620577
0,shape_1637311106,CN,21.040530063863258,75.85447121411562
0,shape_1637311106,CN,21.04060641685013,75.85448060184717
0,shape_1637311106,CN,21.040674633829887,75.85449300706387
0,shape_1637311106,CN,21.04077070080803,75.8545134589076
0,shape_1637311106,CN,21.040912454248925,75.85457313805819
0,shape_1637311106,CN,21.040990684566925,75.85454396903515
0,shape_1637311106,CN,21.041043568238617,75.85454128682613
1,shape_1637383368,Shape 1,--,,,,
1,shape_1637383368,CN,21.037955005170254,75.85531610995531
1,shape_1637383368,CN,21.038210040919232,75.85488628596067
1,shape_1637383368,CN,21.038382776540455,75.85449501872063
1,shape_1637383368,CN,21.038457565995476,75.85455168038607
1,shape_1637383368,CN,21.038275129727563,75.85496708750725
1,shape_1637383368,CN,21.038149020135595,75.85535299032927
1,shape_1637383368,CN,21.037976597170832,75.85530504584312
2,shape_1637383660,Shape 1,--,,,,
2,shape_1637383660,CN,21.038426899194192,75.85441421717405
2,shape_1637383660,CN,21.038487919863993,75.85440918803215
2,shape_1637383660,CN,21.038597131154233,75.85405346006155
2,shape_1637383660,CN,21.03855676366659,75.85400015115738
2,shape_1637383660,CN,21.038428150900494,75.85441086441278
3,shape_1637383861,Shape 1,--,,,,
3,shape_1637383861,CN,21.03841907602959,75.85441689938307
3,shape_1637383861,CN,21.038507634228903,75.85442829877138
3,shape_1637383861,CN,21.038532668339304,75.85434682667255
3,shape_1637383861,CN,21.038560518782177,75.85424926131964
3,shape_1637383861,CN,21.03861152575956,75.85407324135303
4,shape_1637383969,Shape 1,--,,,,
4,shape_1637383969,CN,21.038717294773583,75.85411213338375
4,shape_1637383969,CN,21.038684750469574,75.85417751222849
4,shape_1637383969,CN,21.038657525902117,75.85431598126888
4,shape_1637383969,CN,21.038578668506197,75.85446015000343
4,shape_1637383969,CN,21.038512015198517,75.85463248193264
4,shape_1637383969,CN,21.038509198860922,75.8547119423747
5,shape_1637384055,Shape 1,--,,,,
5,shape_1637384055,CN,21.038408123598458,75.85466835647821
5,shape_1637384055,CN,21.038435661138056,75.85458923131227
5,shape_1637384055,CN,21.03846851842297,75.85451915860176
5,shape_1637384055,CN,21.038428776753648,75.85450574755669
